Smiles,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,SureChEMBLProperty,GlaxoProperty,DockingScore1Property,DockingScore2Property,Epoch,file name,SAScore,Lipinski,QED,BRENK,MIC
O=C([O-])C1C=C(c2ccc3c(c2)OCO3)C(c2cccc(-c3nnc(-c4ccc5c(c4)OCCO5)o3)c2)C1,3.840500000000003,38,9,0,0,0,0,-11.2,-6.7,200,sample_200_null_double_dock_10k.csv,3.8375792701250377,True,0.3955824806650905,False,0.0687976088878152
c1cc(-c2nnc(-c3nnco3)o2)cc(-c2nnc(-c3c[nH]c4ccccc34)o2)c1,3.9849000000000014,30,9,1,0,0,0,-11.0,-7.7,200,sample_200_null_double_dock_10k.csv,2.7743617250458836,True,0.46858024772922363,False,0.05575775361371158
NC(=O)Nc1cc(-c2nnc(-c3ccc4c(c3)OCO4)o2)ccc1-c1ccnc2ccccc12,4.8381000000000025,34,7,2,0,0,0,-10.6,-9.7,200,sample_200_null_double_dock_10k.csv,2.526853707807632,True,0.4004523706186591,False,0.08079838607188945
OC1CCC(c2nnc(-c3cccc(-c4cc5c(c(-c6nnco6)c4)OCO5)c3)o2)C1,3.8107000000000015,31,9,1,0,0,0,-9.9,-11.5,200,sample_200_null_double_dock_10k.csv,3.6525463439165797,True,0.5277798002726956,False,0.007234592635165879
NC(=O)Nc1cc(-c2nnc(-c3ccc4c(c3)OCCO4)o2)ccc1-c1ccc2c(c1)OCCO2,4.103600000000003,35,8,2,0,0,0,-9.8,-12.4,200,sample_200_null_double_dock_10k.csv,2.6012692532299546,True,0.4538357443473148,False,0.10029793676779919
c1ccc2c(-c3ccc(-c4ccno4)cc3-c3nnc(-c4ccc5c(c4)OCCO5)o3)ccnc2c1,6.045000000000004,36,8,0,0,0,0,-10.6,-9.1,200,sample_200_null_double_dock_10k.csv,2.74766864792484,True,0.3048611248675539,False,0.10719508764061651
NC(c1nnc(-c2cccc(-c3cc(-c4ccno4)no3)c2)o1)c1c[nH]c2ccccc12,4.576000000000001,32,8,2,0,0,0,-9.9,-11.5,200,sample_200_null_double_dock_10k.csv,3.3755922627080075,True,0.4109093928079914,False,0.012526018005339076
NC(=O)Nc1nnc(-c2cccc(-c3c[nH]c4cc(-c5ccc6c(c5)OCO6)ccc34)c2)o1,4.771200000000002,33,6,3,0,0,0,-11.4,-12.3,200,sample_200_null_double_dock_10k.csv,2.6127114656994674,True,0.36995586622796495,False,0.02979906373338061
NC(=O)Nc1cc(-c2cccc3cccnc23)ccc1C1CS(=O)(=O)CC1c1nnco1,3.071200000000001,32,7,2,0,0,0,-8.7,-9.7,200,sample_200_null_double_dock_10k.csv,3.780056556623161,True,0.4875502954355745,False,0.009176394920948856
NC(=O)Nc1nnc(-c2cccc(-c3nnc(-c4c[nH]c5ccccc45)o3)c2)o1,3.4255000000000013,29,7,3,0,0,0,-10.9,-13.3,200,sample_200_null_double_dock_10k.csv,2.5706987676750703,True,0.42750203886451743,False,0.015996443397246853
NC(=O)Nc1nnc(-c2cc(-c3ccc4c(c3)OCO4)ccc2-c2ccc3c(c2)OCCO3)o1,4.061100000000002,34,8,2,0,0,0,-10.9,-11.5,200,sample_200_null_double_dock_10k.csv,2.6717634001153243,True,0.468086314378986,False,0.09357347266412618
O=C(Nc1nnco1)Nc1ccc(-c2ccc3cc[nH]c3c2)cc1-c1ccc2c(c1)OCO2,5.257600000000003,33,6,3,0,0,0,-11.3,-13.0,200,sample_200_null_double_dock_10k.csv,2.7976025838596588,True,0.35203422675081797,False,0.09038651780346364
c1ccc(-c2nnc(-c3ccc4c(-c5nnc(-c6c[nH]c7ccccc67)o5)c[nH]c4c3)o2)cc1,6.083200000000004,34,6,2,0,0,0,-10.9,-12.2,200,sample_200_null_double_dock_10k.csv,2.600065707807632,True,0.34027332140627703,False,0.02917093260321013
NC(=O)Nc1nnc(-c2cccc(-c3cc4c(cc3-c3ccc5cc[nH]c5c3)OCCO4)c2)o1,4.813700000000003,34,6,3,0,0,0,-10.8,-13.1,200,sample_200_null_double_dock_10k.csv,2.7607803231922468,True,0.35808404909411895,False,0.02068376481381982
c1ccc(-c2nnc(-c3ccccc3-c3nnco3)o2)c(-c2ccc3c(c2)OCO3)c1,4.849300000000002,31,8,0,0,0,0,-9.2,-10.2,200,sample_200_null_double_dock_10k.csv,2.568842165140861,True,0.4148379428822073,False,0.0948587295107272
c1cc(-c2ccc3cc[nH]c3c2)cc(-c2nnc(-c3nnc(-c4ccc5c(c4)OCO5)o3)o2)c1,5.330600000000002,34,8,1,0,0,0,-11.5,-12.3,200,sample_200_null_double_dock_10k.csv,2.698157563011252,True,0.38426330154807803,False,0.06335497921463308
NC(=O)Nc1cccc(-c2nnc(-c3cc4c(cc3-c3ccc5cc[nH]c5c3)OCCO4)o2)c1,4.813700000000003,34,6,3,0,0,0,-11.2,-12.3,200,sample_200_null_double_dock_10k.csv,2.7091992462691703,True,0.35808404909411895,False,0.031537775108023976
O=C(Nc1ccc2cc[nH]c2c1)Nc1ccccc1-c1c[nH]c2cc(-c3nnco3)ccc12,6.010200000000003,33,4,4,0,0,0,-10.4,-10.4,200,sample_200_null_double_dock_10k.csv,2.663594420594352,True,0.2721311577029038,False,0.058689517662707
c1cc(-c2nnc(N3CCCC3)o2)cc(-c2ccnc3c(C4COc5ccccc5O4)cccc23)c1,6.064500000000005,36,7,0,0,0,0,-10.0,-12.2,200,sample_200_null_double_dock_10k.csv,3.199115308587788,True,0.3118957044699713,False,0.021529895901219245
NC(=O)Nc1ccc(-c2ccc3cc[nH]c3c2)c(-c2nnc(NC(N)=O)o2)c1,2.8661000000000003,28,5,5,0,0,0,-9.0,-12.5,200,sample_200_null_double_dock_10k.csv,2.67331985235497,True,0.3681573399422861,False,0.017244408695350318
c1ccc(-c2nnc(-c3ccc4cc[nH]c4c3)o2)c(-c2cc(-c3nnco3)on2)c1,4.589900000000002,30,8,1,0,0,0,-10.8,-11.9,200,sample_200_null_double_dock_10k.csv,2.901107878892036,True,0.4593195044982567,False,0.14919546520200777
NC(=O)Nc1ccc(-c2ccc3cc[nH]c3c2)cc1-c1nnc(-c2ccc3c(c2)OCO3)o1,4.771200000000002,33,6,3,0,0,0,-10.6,-12.6,200,sample_200_null_double_dock_10k.csv,2.6234700699817814,True,0.36995586622796495,False,0.03770783255832524
O=C(Nc1cccc(-c2ccc(-c3ccc4c(c3)OCO4)cc2Cl)c1)Nc1cccc2c1OCO2,6.775400000000004,35,5,2,0,0,0,-9.7,-10.9,200,sample_200_null_double_dock_10k.csv,2.416869402595152,True,0.33238101351448157,False,0.06411319424666843
O=C1CCC(c2cc(-c3nnc(-c4cccc(-c5c[nH]c6ccccc56)c4)o3)no2)N1,4.491000000000003,31,6,2,0,0,0,-10.2,-11.7,200,sample_200_null_double_dock_10k.csv,3.2494577778662386,True,0.45083322315319063,False,1.0327831707102122
NC(=O)Nc1nnc(-c2ccc(-c3ccc4cc[nH]c4c3)cc2-c2ccc3c(c2)OCO3)o1,4.771200000000002,33,6,3,0,0,0,-11.2,-12.9,200,sample_200_null_double_dock_10k.csv,2.710473876484558,True,0.36995586622796495,False,0.035137294122390195
NC(=O)Nc1cccc(-c2nnc(-c3c[nH]c4cc(-c5cccc6c5OCO6)ccc34)o2)c1,4.771200000000002,33,6,3,0,0,0,-11.2,-7.3,200,sample_200_null_double_dock_10k.csv,2.6485829962307914,True,0.36995586622796495,False,0.03675546890194516
O=C1CCC(c2cccc(-c3cccc(-c4nnc(-c5ccc6c(c5)OCO6)o4)c3)c2)N1,4.750400000000004,32,6,1,0,0,0,-9.8,-9.3,200,sample_200_null_double_dock_10k.csv,2.9574806837606396,True,0.5077906582578798,False,1.6405923726526859
NC(=O)Nc1nnc(-c2cccc(Oc3ccc4cc[nH]c4c3)c2)o1,3.5008000000000017,25,5,3,0,0,0,-9.7,-7.8,200,sample_200_null_double_dock_10k.csv,2.445870414258833,True,0.5271128314915893,False,0.0859589285576691
NC(=O)Nc1nnc(-c2cccc(-c3ccc4c(-c5nnco5)c[nH]c4c3)c2)o1,3.4255000000000013,29,7,3,0,0,0,-9.4,-12.6,200,sample_200_null_double_dock_10k.csv,2.803170803874167,True,0.42750203886451743,False,0.02132289784043307
c1cc(-c2nnc(-c3nnc(-c4ccc5c(c4)OCCO5)o3)o2)cc(-c2c[nH]c3ccccc23)c1,5.373100000000004,35,8,1,0,0,0,-11.6,-13.2,200,sample_200_null_double_dock_10k.csv,2.652350985866251,True,0.37116626282338455,False,0.05299385668991285
NC(=O)Nc1ccc(-c2nnc(-c3nnco3)o2)c(-c2ccc3cc[nH]c3c2)c1,3.4255000000000013,29,7,3,0,0,0,-11.1,-11.0,200,sample_200_null_double_dock_10k.csv,2.85976736496014,True,0.42750203886451743,False,0.08573204787688578
NC(=O)Nc1cccc(-c2nnc(-c3nnc(-c4cccc5c4OCO5)o3)o2)c1,2.672900000000001,29,9,2,0,0,0,-10.5,-12.2,200,sample_200_null_double_dock_10k.csv,2.6660580436931713,True,0.5336446463833816,False,0.04330778213883052
NC(=O)Nc1nnc(-c2cccc(-c3cc(-c4ccc5cc[nH]c5c4)cc4c3OCO4)c2)o1,4.771200000000002,33,6,3,0,0,0,-12.0,-6.9,200,sample_200_null_double_dock_10k.csv,2.7865192373092995,True,0.36995586622796495,False,0.026247648567582264
c1cc2ccc(-c3ccc(-c4ccc5c(c4)OCO5)c(-c4nnc(-c5nnco5)o4)c3)cc2[nH]1,5.330600000000002,34,8,1,0,0,0,-11.7,-11.6,200,sample_200_null_double_dock_10k.csv,2.9100159340519767,True,0.38426330154807803,False,0.2012140316001171
NC(=O)Nc1ccc(-c2nnc(-c3ccc4c(c3)OCO4)o2)c(-c2ccnc3ccccc23)c1,4.8381000000000025,34,7,2,0,0,0,-10.2,-11.8,200,sample_200_null_double_dock_10k.csv,2.5068238616537855,True,0.4004523706186591,False,0.040057672461796985
NC(=O)Nc1ccc(-c2nnc(-c3c[nH]c4ccccc34)o2)c(-c2ccno2)c1,4.030500000000002,29,6,3,0,0,0,-9.8,-12.2,200,sample_200_null_double_dock_10k.csv,2.7139119803447542,True,0.4265044126128765,False,0.01780902833463222
c1ccc(-c2cc(-c3nnco3)ccc2-c2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,4.891800000000004,32,8,0,0,0,0,-10.2,-11.9,200,sample_200_null_double_dock_10k.csv,2.5469622231651687,True,0.402243931675679,False,0.16723749177246208
O=C1CCC(c2cc(-c3ccc4cc[nH]c4c3)ccc2-c2nnc(-c3ccc4c(c3)OCO4)o2)N1,5.231700000000004,35,6,2,0,0,0,-12.1,-12.7,200,sample_200_null_double_dock_10k.csv,3.3240613644779167,True,0.3775389556398866,False,0.9551965058546823
O=C1CCC(c2nnc(-c3cc(-c4ccc5cc[nH]c5c4)ccc3-c3ccc4c(c3)OCO4)o2)N1,5.231700000000004,35,6,2,0,0,0,-12.0,-11.8,200,sample_200_null_double_dock_10k.csv,3.331495684004544,True,0.3775389556398866,False,1.3586543180656714
c1cc(-c2nnc(-c3ccc4c(c3)OCCO4)o2)cc(-c2nnc(-c3c[nH]c4ccccc34)o2)c1,5.373100000000004,35,8,1,0,0,0,-11.1,-11.7,200,sample_200_null_double_dock_10k.csv,2.594605930921194,True,0.37116626282338455,False,0.06139896776740368
O=C(C(=O)c1ccc2cc[nH]c2c1)c1cccc(-c2nnc(N3CCOCC3)o2)c1,3.1201000000000016,30,7,1,1,0,0,-11.0,-11.8,200,sample_200_null_double_dock_10k.csv,2.6666911656053234,True,0.40419007034374954,True,0.028612687597935296
O=C1CCC(c2cc(-c3ccccc3-c3nnc(-c4ccnc5ccccc45)o3)on2)N1,4.557900000000004,32,7,1,0,0,0,-10.7,-11.7,200,sample_200_null_double_dock_10k.csv,3.247971533963069,True,0.45151080447084907,False,0.3909674674794492
c1cc(-c2nnc(-c3ccon3)o2)cc(-c2nnc(-c3c[nH]c4ccccc34)o2)c1,4.589900000000002,30,8,1,0,0,0,-10.9,-12.3,200,sample_200_null_double_dock_10k.csv,2.72033403273819,True,0.45931950449825676,False,0.022528892783430895
c1ccc(-c2cccc(-c3nnc(-c4cc5c(cc4-c4nnco4)OCCO5)o3)c2)cc1,4.891800000000004,32,8,0,0,0,0,-10.1,-10.9,200,sample_200_null_double_dock_10k.csv,2.666843953934398,True,0.4022439316756791,False,0.06048266830441328
NC(=O)Nc1cccc(-c2nnc(-c3cc(NC(N)=O)cc4c3OCO4)o2)c1,2.1135,28,7,4,0,0,0,-10.3,-11.5,200,sample_200_null_double_dock_10k.csv,2.554033506201124,True,0.535537557521818,False,0.04839374740336706
NC(=O)Nc1nnc(-c2cccc(-c3c[nH]c4cc(-c5ccc6cc[nH]c6c5)ccc34)c2)o1,5.523800000000002,33,4,4,0,0,0,-12.0,-12.4,200,sample_200_null_double_dock_10k.csv,2.695915430806526,True,0.2911960677129135,False,0.016351078383358218
O=C(c1ccc2cc[nH]c2c1)c1nnc(-c2nnc(-c3ccccc3)o2)o1,3.4989000000000017,27,7,1,0,0,0,-10.7,-11.2,200,sample_200_null_double_dock_10k.csv,2.6427426926072517,True,0.4900092114039942,False,0.01001066555531758
NC(=O)Nc1nnc(-c2cc(-c3cccc(-c4nnco4)c3)on2)o1,1.9322,25,9,2,0,0,0,-9.5,-11.5,200,sample_200_null_double_dock_10k.csv,2.838185061255672,True,0.5658551717703645,False,0.043588862018391066
c1cc(-c2nnc(-c3ccc(-c4cc5c(cc4-c4ccc6c(c4)OCO6)OCCO5)cc3)o2)on1,5.225500000000004,35,9,0,0,0,0,-11.0,-12.1,200,sample_200_null_double_dock_10k.csv,2.7492213155365803,True,0.3516736464141117,False,0.10960191644658468
NC(=O)Nc1cccc(-c2nnc(-c3cc(-c4c[nH]c5ccccc45)cc4c3OCO4)o2)c1,4.771200000000002,33,6,3,0,0,0,-10.9,-12.3,200,sample_200_null_double_dock_10k.csv,2.6281106726780568,True,0.36995586622796495,False,0.026858446322780383
NC(=O)Nc1nnc(-c2cccc(-c3cc4c(cc3-c3ccc5c(c3)OCO5)OCCO4)c2)o1,4.061100000000002,34,8,2,0,0,0,-10.9,-12.0,200,sample_200_null_double_dock_10k.csv,2.6800724770384026,True,0.468086314378986,False,0.047868543581698245
c1cc(-c2nnc(-c3nnc(-c4ccc5cc[nH]c5c4)o3)o2)cc(-c2cccc3c2OCO3)c1,5.330600000000002,34,8,1,0,0,0,-10.6,-12.2,200,sample_200_null_double_dock_10k.csv,2.7994055268121567,True,0.38426330154807786,False,0.04470978759937811
O=CC(=O)c1ccc(-c2ccc3c(c2)OCO3)c(-c2nnc(C3CCCCCC3)o2)c1,4.951700000000004,31,7,0,0,1,0,-9.5,-10.4,200,sample_200_null_double_dock_10k.csv,2.655085952123107,True,0.2504396683984504,True,0.14001794068547213
c1cc(-c2cccc(-c3nnc(-c4ccno4)o3)c2)cc(-c2nnco2)c1,4.108600000000003,27,8,0,0,0,0,-9.8,-11.4,200,sample_200_null_double_dock_10k.csv,2.644907158419217,True,0.47317052948727695,False,0.09738533898021995
NC(=O)Nc1nnc(-c2ccc(-c3ccc4cc[nH]c4c3)c(NC(N)=O)c2)o1,2.8661000000000003,28,5,5,0,0,0,-10.5,-12.0,200,sample_200_null_double_dock_10k.csv,2.6607302369703554,True,0.36815733994228605,False,0.025715856071945226
O=C1CCCN1c1nnc(-c2cccc(-c3nnc(-c4ccncc4)o3)c2)o1,2.9754000000000014,28,8,0,0,0,0,-9.6,-11.6,200,sample_200_null_double_dock_10k.csv,2.603748601196491,True,0.5358953525564414,False,0.032038312603066534
c1cc(-c2cncnc2)cc(-c2nnc(-c3cc(-c4ccc5c(c4)OCO5)no3)o2)c1,4.244300000000003,31,9,0,0,0,0,-10.2,-11.6,200,sample_200_null_double_dock_10k.csv,2.6366883189870123,True,0.4286215639808204,False,0.10067479517154045
O=C(Nc1cccc(-c2ccc3cc[nH]c3c2)c1)Nc1nnc(-c2ccc3cc[nH]c3c2)o1,6.010200000000004,33,4,4,0,0,0,-11.3,-12.2,200,sample_200_null_double_dock_10k.csv,2.607428486528418,True,0.2721311577029038,False,0.01973971385598389
NC(=O)Nc1nnc(-c2ccccc2-c2nnc(-c3ccc4c(c3)OCCO4)o2)o1,2.7154000000000007,30,9,2,0,0,0,-10.5,-12.4,200,sample_200_null_double_dock_10k.csv,2.615721585185744,True,0.520824508558568,False,0.03382477310949662
NC(=O)Nc1ccc2c(-c3cccc(-c4nnc(NC(N)=O)o4)c3)c[nH]c2c1,2.8661000000000003,28,5,5,0,0,0,-11.1,-11.8,200,sample_200_null_double_dock_10k.csv,2.5360231215857407,True,0.3681573399422861,False,0.01767927128038781
c1cc(-c2ccnc(-c3nnc(-c4ccc5c(c4)OCO5)o3)c2)cc(-c2ccc3c(c2)OCCO3)c1,5.632500000000005,36,8,0,0,0,0,-10.6,-11.7,200,sample_200_null_double_dock_10k.csv,2.5698545453607373,True,0.32896845931858243,False,0.012553321876856106
NC(=O)Nc1cc(-c2cccc(-c3cc4c(c(-c5ccc6c(c5)OCO6)c3)OCO4)c2)on1,4.623600000000002,33,7,2,0,0,0,-10.2,-12.4,200,sample_200_null_double_dock_10k.csv,2.690750958165765,True,0.4722823052418897,False,0.041162955324526594
O=C1CCC(c2ccc(-c3ccnc4ccccc34)c(NC(=O)Nc3cccc4cccnc34)c2)N1,6.045100000000004,36,4,3,0,0,0,-9.7,-9.3,200,sample_200_null_double_dock_10k.csv,3.048529266014011,True,0.2962608420668622,False,0.025820426252798765
NC(=O)Nc1cccc(-c2nnc(-c3cc([NH2+]C4CCCC4)c4c(c3)OCO4)o2)c1,2.760400000000001,30,6,3,0,1,0,-10.0,-9.2,200,sample_200_null_double_dock_10k.csv,3.32314361315777,True,0.5568568074158569,True,0.10926610719567305
NC(=O)Nc1ccc(-c2nnc(-c3ccc4c(c3)OCCO4)o2)c(-c2c[nH]c3ccccc23)c1,4.8137000000000025,34,6,3,0,0,0,-10.9,-12.2,200,sample_200_null_double_dock_10k.csv,2.56273324626917,True,0.35808404909411895,False,0.07103012983700958
O=C1CCC(c2cccc(-c3nnc(-c4nnc(-c5c[nH]c6ccccc56)o4)o3)c2)N1,3.886000000000001,31,7,2,0,0,0,-10.1,-13.2,200,sample_200_null_double_dock_10k.csv,3.243494901612058,True,0.45900260979243535,False,1.0603353208123685
NC(=O)Nc1nnc(-c2cc(C3CCC(=O)N3)ccc2-c2ccc3cc[nH]c3c2)o1,3.326600000000001,30,5,4,0,0,0,-10.8,-13.2,200,sample_200_null_double_dock_10k.csv,3.3592529657265153,True,0.41458857963757895,False,0.6122060648372922
NC(=O)Nc1cc(-c2nnc(-c3c[nH]c4ccccc34)o2)ccc1-c1ccc2c(c1)OCO2,4.771200000000002,33,6,3,0,0,0,-10.0,-12.9,200,sample_200_null_double_dock_10k.csv,2.565424709157041,True,0.36995586622796495,False,0.059880735910617267
c1cnc2c(-c3ccc(-c4nnco4)c(-c4nnc(C56CC7CC(CC(C7)C5)C6)o4)c3)cccc2c1,6.469600000000005,36,7,0,0,0,0,-8.0,-10.4,200,sample_200_null_double_dock_10k.csv,4.1218245513644565,True,0.2941162008408852,False,0.0681047026662738
O=C(Nc1cccc(-c2c[nH]c3ccccc23)c1)Nc1nnc(-c2ccc3c(c2)OCCO3)o1,5.300100000000002,34,6,3,0,0,0,-10.4,-9.4,200,sample_200_null_double_dock_10k.csv,2.4801893178609458,True,0.34021784163803753,False,0.0353676997968559
NC(=O)Nc1cc(-c2cccc(-c3nnc(C4CCC(=O)N4)o3)c2)on1,1.8333,26,7,3,0,0,0,-10.9,-11.0,200,sample_200_null_double_dock_10k.csv,3.24380456038302,True,0.6466336125559491,False,0.46158300597919943
O=C1CCC(c2ccc(-c3nnc(-c4ccc5c(c4)OCO5)o3)c(-c3ccnc4ccccc34)c2)N1,5.298600000000005,36,7,1,0,0,0,-10.5,-5.0,200,sample_200_null_double_dock_10k.csv,3.179601948894523,True,0.37578386495447114,False,0.9217476560159129
NC(=O)Nc1cccc(-c2cc(-c3nnc(-c4c[nH]c5ccccc45)o3)no2)c1,4.030500000000002,29,6,3,0,0,0,-10.8,-11.7,200,sample_200_null_double_dock_10k.csv,2.5392956907519952,True,0.4265044126128766,False,0.018475722209819526
NC(=O)Nc1nnc(-c2cc(-c3nnc(-c4ccccc4)o3)no2)o1,1.9322,25,9,2,0,0,0,-9.6,-11.2,200,sample_200_null_double_dock_10k.csv,2.645638169790974,True,0.5658551717703645,False,0.02152270389259034
O=C1CCC(c2ccc(-c3nnc(C=Cc4ccnc5ccccc45)o3)cc2)N1,4.406300000000003,29,5,1,0,0,0,-9.5,-11.5,200,sample_200_null_double_dock_10k.csv,3.0970297097930004,True,0.5655117532688348,False,0.3331229874950785
c1ccc2c(-c3nnc(-c4ccc(-c5nnc(-c6ccon6)o5)cc4)o3)c[nH]c2c1,4.589900000000002,30,8,1,0,0,0,-10.1,-12.0,200,sample_200_null_double_dock_10k.csv,2.677012494276653,True,0.45931950449825676,False,0.0192581737372017
O=C(Nc1ccon1)Nc1ccc(-c2ccc3cc[nH]c3c2)cc1-c1ccc2c(c1)OCO2,5.862600000000003,33,5,3,0,0,0,-11.8,-12.8,200,sample_200_null_double_dock_10k.csv,2.640369616826691,True,0.32609178570128966,False,0.027461369430346667
c1cc(-c2ccnc(-c3nnc(-c4nnco4)o3)c2)cc(-c2ccc3c(c2)OCO3)c1,4.244300000000003,31,9,0,0,0,0,-10.5,-11.1,200,sample_200_null_double_dock_10k.csv,2.728530006331928,True,0.4286215639808204,False,0.0175032459459082
NC(=O)Nc1nnc(-c2cccc(-c3cc(-c4ccc5c(c4)OCO5)cc4c3OCO4)c2)o1,4.018600000000002,33,8,2,0,0,0,-11.0,-12.4,200,sample_200_null_double_dock_10k.csv,2.7033152722022447,True,0.482568543541136,False,0.03451152357309284
NC(=O)Nc1cccc(-c2cc(NC(=O)Nc3cccc4cccnc34)c3c(c2)OCO3)c1,4.765100000000002,33,5,4,0,0,0,-10.4,-11.2,200,sample_200_null_double_dock_10k.csv,2.4632021030904276,True,0.36287632951126814,False,0.0025285859407149468
O=C1CCC(c2ccc(-c3nnc(-c4c[nH]c5ccccc45)o3)c(-c3ccno3)c2)N1,4.491000000000003,31,6,2,0,0,0,-9.6,-12.6,200,sample_200_null_double_dock_10k.csv,3.3882459049565385,True,0.4508332231531906,False,1.4748548051030856
O=C1CCC(c2ccc(-c3ccc4c(c3)OCO4)cc2-c2nnc(-c3c[nH]c4ccccc34)o2)N1,5.2317000000000045,35,6,2,0,0,0,-10.9,-10.4,200,sample_200_null_double_dock_10k.csv,3.245921127791526,True,0.37753895563988676,False,1.379982934941422
c1cc(-c2cccc3c(C4COc5ccc(-c6nnco6)cc5O4)ccnc23)cc(N2CCOCC2)c1,5.300900000000006,37,8,0,0,0,0,-7.6,-3.1,200,sample_200_null_double_dock_10k.csv,3.3136401402791815,True,0.3342666951347415,False,0.05450699865168426
O=C1CCC(c2nnc(-c3ccccc3-c3nnc(-c4ccnc5ccccc45)o3)o2)N1,3.9529000000000014,32,8,1,0,0,0,-10.4,-7.2,200,sample_200_null_double_dock_10k.csv,3.1807666756634747,True,0.46039560015511216,False,0.3897731751601052
NC(=O)Nc1cccc(-c2nnc(-c3c[nH]c4cc(-c5ccc6c(c5)OCO6)ccc34)o2)c1,4.771200000000002,33,6,3,0,0,0,-11.5,-12.7,200,sample_200_null_double_dock_10k.csv,2.542116065223654,True,0.36995586622796495,False,0.04755816870279086
O=C1CCC(c2cc(-c3cccc4cccnc34)ccc2-c2nnc(-c3ccc4c(c3)OCO4)o2)N1,5.298600000000004,36,7,1,0,0,0,-11.1,-13.5,200,sample_200_null_double_dock_10k.csv,3.2453504751346376,True,0.37578386495447114,False,0.21831095418874083
O=C(Nc1ccc(-c2cc(-c3ccno3)cc3c2OCO3)cc1)Nc1nnco1,3.7643,29,8,2,0,0,0,-10.7,-12.3,200,sample_200_null_double_dock_10k.csv,2.920992291825341,True,0.538643805109856,False,0.12590875725805825
CCOC(=O)c1nnc(-c2cccc(-c3cccc(C4CCC(=O)N4)c3)c2)o1,3.531400000000001,28,6,1,0,0,0,-8.8,-8.9,200,sample_200_null_double_dock_10k.csv,2.9661123249837313,True,0.6837240115538621,False,0.7742600889693085
O=C1CCC(c2nnc(-c3cc(-c4nnco4)ccc3-c3ccc4cc[nH]c4c3)o2)N1,3.886000000000002,31,7,2,0,0,0,-10.8,-12.4,200,sample_200_null_double_dock_10k.csv,3.4925044333846316,True,0.4590026097924352,False,2.6018779249566517
