Smiles,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,SureChEMBLReward,GlaxoReward,DockingScore1Reward,DockingScore2Reward,Reward,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,SureChEMBLProperty,GlaxoProperty,DockingScore1Property,DockingScore2Property,Epoch,file_name,SAScore,Lipinski,QED,BRENK,Predicted MIC
NC(=O)NNC(=O)Nc1cc(-c2cc(-c3ccc4c(c3)OCO4)cc3c2NCN3)cc2c1OCO2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,10.6,12.6,21.2,2.9777000000000005,35,8,6,0,0,1,-10.6,-12.6,200,A,3.224483293558559,True,0.3150698277480734,True,0.023871964808103545
NC(=O)Nc1cnc(-c2cc3c(cc2-c2cc(NC(N)=O)cc4c2OCO4)NCN3)nc1,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,8.8,13.5,21.3,2.3154000000000003,32,8,6,0,0,0,-8.8,-13.5,200,A,3.205803046743764,True,0.3619063283199513,False,0.6401926052782765
O=C(Nc1ccc2c(c1)OCO2)NC1Nc2cc(-c3ccc4c(c3)OCO4)cc(-c3ccc4c(c3)OCO4)c2N1,-0.1494000000000026,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.7,-0.0,9.550599999999996,5.149400000000003,40,9,4,0,0,0,-9.7,9.0,200,A,3.4764301318872253,False,0.2796061709917599,False,0.07775452000040715
NC(=O)NC1Nc2cc(-c3nnc(-c4ccc5c(c4)OCO5)o3)cc(-c3ccc4c(c3)OCO4)c2N1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.5,8.6,19.1,3.317300000000001,36,10,4,0,0,0,-10.5,-8.6,200,A,3.5573283951867243,True,0.3375358422870271,False,0.096669134211887
NC(=O)NN1CNc2cc(-c3nnc(-c4ccc5c(c4)OCO5)o3)cc(-c3ccc4c(c3)OCO4)c21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.0,13.5,23.5,3.3007000000000017,36,10,3,0,0,0,-10.0,-13.5,200,A,3.1529439019161325,True,0.3925725550746189,False,0.1287861195479367
O=C(Nc1ccc2c(c1)OCO2)Nc1nnc(-c2cc3c(cc2-c2ccc4c(c2)OCO4)NCN3)o1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.2,13.5,22.7,4.299900000000002,36,10,4,0,0,0,-9.2,-13.5,200,A,3.054211315070779,True,0.3298673649081181,False,0.05589321378133058
NC(=O)NNC(=O)Nc1cc(-c2cc3c(cc2-c2ccc4c(c2)OCO4)NCN3)cc2c1OCO2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,10.1,13.6,21.7,2.9777000000000005,35,8,6,0,0,1,-10.1,-13.6,200,A,3.1962710763639883,True,0.3150698277480734,True,0.03714508816495955
c1cc2c(cc1-c1cc3c(c(-c4ccc5c(c4)OCO5)c1-c1ccc4c(c1)OCO4)NC(c1ccc4c(c1)OCO4)N3)OCO2,-2.1386000000000065,-5.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.9,7.7,9.461399999999994,7.138600000000007,45,10,2,0,0,0,-8.9,-7.7,200,A,3.5152776232926257,False,0.2215693946524552,False,0.08417398233181612
NC(=O)Nc1cc2c(c(-c3cc(-c4ccc5c(c4)OCO5)cc4c3NC(NC(N)=O)N4)c1)OCO2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,10.3,13.0,22.3,2.7579,35,8,6,0,0,0,-10.3,-13.0,200,A,3.625617743000385,True,0.3336078649266391,False,0.06217288173019868
NC(=O)Nc1c(-c2ccc3c(c2)OCO3)cc2c(c1-c1ccc3c(c1)OCO3)NC(c1ccc3c(c1)OCO3)N2,-0.233500000000002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.5,7.3,15.566499999999998,5.233500000000002,40,9,4,0,0,0,-8.5,-7.3,200,A,3.5480647204292914,False,0.2753621814218863,False,0.04006215449890182
NC(=O)Nc1cc(-c2c(-c3ccc4c(c3)OCO4)cc3c(c2NC(N)=O)NCN3)cc2c1OCO2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,8.3,13.9,21.200000000000003,3.2541,35,8,6,0,0,0,-8.3,-13.9,200,A,3.2816322653788186,True,0.3330163914976483,False,0.027562063414491304
NC(=O)Nc1c(-c2ccc3c(c2)OCO3)cc2c(c1-c1ccc3c(c1)OCO3)NC(NC(N)=O)N2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,9.4,10.5,18.9,2.757899999999999,35,8,6,0,0,0,-9.4,-10.5,200,A,3.6212418100224726,True,0.3336078649266393,False,0.0515152309815902
NC(=O)NNC(=O)Nc1cc(-c2cc3c(c(-c4ccc5c(c4)OCO5)c2)NCN3)on1,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,9.9,12.6,20.5,2.236999999999999,31,8,6,0,0,1,-9.9,-12.6,200,A,3.178476011294705,True,0.3490857352096823,True,0.036200995501807144
NC(=O)Nc1c(-c2ccc3c(c2)OCO3)c(-c2ccc3c(c2)OCO3)cc2c1N(c1ccc3c(c1)OCO3)CN2,-0.2184000000000026,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.4,10.5,19.6816,5.218400000000003,40,9,3,0,0,0,-9.4,-10.5,200,A,3.14606582160902,False,0.3206738423705651,False,0.07079326338581417
NC(=O)Nc1cc2c(c(-c3cc4c(cc3-c3ccc5c(c3)OCO5)NCN4NC(N)=O)c1)OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.7,11.3,20.0,2.7413000000000007,35,8,5,0,0,0,-8.7,-11.3,200,A,3.254463643901285,True,0.3838268908910186,False,0.04549981861477313
NC(=O)Nc1cc2c(c(-c3cc(-c4cc5c(cc4NC(N)=O)NCN5)on3)c1)OCO2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,10.7,13.1,22.8,2.5134,31,8,6,0,0,0,-10.7,-13.1,200,A,3.277859624086408,True,0.3702613742365128,False,0.01742199049176387
NC(=O)NNC(=O)Nc1c2c(cc(-c3ccc4c(c3)OCO4)c1-c1ccnc3ccccc13)NCN2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,8.7,-0.0,6.699999999999999,3.797200000000001,36,7,6,0,0,1,-8.7,3.2,200,A,3.1188393072655,True,0.2425372207604587,True,0.02921150428415451
NC(=O)Nc1c(-c2ccc3c(c2)OCO3)cc(-c2ccc3c(c2)OCO3)c2c1N(c1ccc3c(c1)OCO3)CN2,-0.2184000000000017,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.0,8.0,17.781599999999997,5.218400000000002,40,9,3,0,0,0,-10.0,-8.0,200,A,3.16936138875374,False,0.3206738423705651,False,0.07785264139388515
NC(=O)NNC(=O)Nc1cc2c(cc1-c1ccc3c(c1)OCO3)NC(c1ccc3c(c1)OCO3)N2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,10.2,13.9,22.1,3.0520000000000005,35,8,6,0,0,1,-10.2,-13.9,200,A,3.3966881744326685,True,0.3149857630197032,True,0.05505225944761908
O=C(Nc1ccc2c(c1)OCO2)Nc1c2c(cc(-c3ccc4c(c3)OCO4)c1-c1ccc3c(c1)OCO3)NCN2,-0.6456000000000035,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.6,12.2,21.154399999999995,5.645600000000004,40,9,4,0,0,0,-9.6,-12.2,200,A,3.0628621611617906,False,0.2613909136639015,False,0.0469802801349085
NC(=O)NNC(=O)NN1CNc2cc(-c3cccc4cccnc34)cc(-c3ccc4c(c3)OCO4)c21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,9.6,12.8,21.4,3.284400000000001,36,7,5,0,0,1,-9.6,-12.8,200,A,3.158250735836928,True,0.2814785972784454,True,0.056678407478121876
NC(=O)Nc1cc2c(c(N3CNc4cc(-c5ccc6c(c5)OCCO6)c(-c5ccc6c(c5)OCO6)cc43)c1)OCO2,-0.2609000000000039,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.4,11.1,20.2391,5.260900000000004,41,9,3,0,0,0,-10.4,-11.1,200,A,3.188617509439702,False,0.3107867819122528,False,0.052790357311278124
NC(=O)Nc1c(-c2ccc3c(c2)OCO3)cc(-c2ccc3c(c2)OCO3)c2c1NC(NC(N)=O)N2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,9.3,9.6,17.9,2.757899999999999,35,8,6,0,0,0,-9.3,-9.6,200,A,3.65313046196459,True,0.3336078649266391,False,0.056186754037365824
O=C(Nc1ccc2c(c1)OCO2)Nc1cc2c(c(-c3nnc(-c4ccc5c(c4)NCN5)o3)c1)OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.8,12.1,21.9,4.299900000000003,36,10,4,0,0,0,-9.8,-12.1,200,A,2.99879693692556,True,0.3298673649081181,False,0.026660373676596523
NC(=O)NN1c2cc(-c3ccc4c(c3)OCO4)c(-c3ccc4c(c3)OCO4)cc2NC1c1ccc2c(c1)OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.9,6.8,14.7,4.720700000000003,40,9,3,0,0,0,-7.9,-6.8,200,A,3.538453377534898,True,0.3383701939732957,False,0.0731055199630815
NC(=O)Nc1cc2c(c(-c3cc4c(cc3-c3ccc5c(c3)OCO5)NC(c3ccc5c(c3)OCO5)N4)c1)OCO2,-0.2335000000000038,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.2,13.1,24.0665,5.233500000000004,40,9,4,0,0,0,-11.2,-13.1,200,A,3.5298922302076488,False,0.2753621814218863,False,0.050703182175049204
NC(=O)Nc1nnc(-c2cc3c(cc2-c2cccc4c2OCO4)NC(c2ccc4c(c2)OCO4)N3)o1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.7,12.9,23.6,3.887800000000002,36,10,4,0,0,0,-10.7,-12.9,200,A,3.60638949823462,True,0.3338075864845101,False,0.04348924936427532
NC(=O)NC1Nc2cc(-c3ccc4c(c3)OCO4)c(-c3ccc4c(c3)OCO4)cc2N1c1ccc2c(c1)OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.8,8.5,16.3,4.722200000000003,40,9,3,0,0,0,-7.8,-8.5,200,A,3.548118696961234,True,0.3383253945288397,False,0.12862215960375306
O=C(Nc1cccc2c1OCO2)NC1Nc2cc(-c3ccc4c(c3)OCO4)c(-c3ccc4c(c3)OCO4)cc2N1,-0.1494000000000026,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.6,12.1,20.5506,5.149400000000003,40,9,4,0,0,0,-8.6,-12.1,200,A,3.120541282040911,False,0.2796061709917599,False,0.05561465576341479
NC(=O)NN1CNc2cc(-c3ccc4c(c3)OCO4)c(-c3ccc4c(c3)OCO4)c(-c3ccc4c(c3)OCO4)c21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.5,2.2,10.7,4.646400000000003,40,9,3,0,0,0,-8.5,-2.2,200,A,3.229288246641614,True,0.3405182271832768,False,0.10426704935346
NC(=O)Nc1cc2c(c(-c3cc4c(c(-c5cc(-c6ccc7c(c6)NCN7)on5)c3)OCO4)c1)OCO2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.7,12.7,23.4,4.418500000000003,36,9,4,0,0,0,-10.7,-12.7,200,A,3.262144337329776,True,0.3303547963431311,False,0.013136256168362344
NC(=O)NC1Nc2cc(C3CC(c4ccc5c(c4)OCO5)CC3O)cc(-c3ccc4c(c3)OCO4)c2N1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.8,12.9,21.700000000000003,3.6224000000000016,37,8,5,0,0,0,-8.8,-12.9,200,A,4.339379771136236,True,0.3649970069900928,False,0.09513798325544065
NC(=O)Nc1cc(-c2cc(-c3ccc4c(c3)OCO4)no2)cc2c1NC(c1ccc3c(c1)OCO3)N2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.5,9.0,19.5,4.492800000000002,36,9,4,0,0,0,-10.5,-9.0,200,A,3.4791159133289598,True,0.3287144286778443,False,0.032368042382831544
NC(=O)NC1Nc2cc(C3CCCC3)c(-c3ccc4c(c3)OCO4)c(-c3ccc4c(c3)OCO4)c2N1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.7,6.4,15.1,4.924900000000004,36,7,4,0,0,0,-8.7,-6.4,200,A,3.618399077334765,True,0.4134301586745734,False,0.052779657042500976
NC(=O)NNC(=O)Nc1cc(-c2ccc3c(c2)OCO3)c(-c2ccc3c(c2)OCO3)c2c1NCN2,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,10.6,10.5,19.1,2.9777,35,8,6,0,0,1,-10.6,-10.5,200,A,3.156586913468061,True,0.3150698277480734,True,0.10180794808967182
NC(=O)Nc1cc(C2Nc3cc(-c4ccc5c(c4)OCO5)cc(-c4ccc5c(c4)OCO5)c3N2)cc2c1OCO2,-0.2335000000000029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.1,8.6,18.4665,5.233500000000003,40,9,4,0,0,0,-10.1,-8.6,200,A,3.613654420559669,False,0.2753621814218863,False,0.024698294810623588
NC(=O)Nc1c(-c2ccc3c(c2)OCO3)cc(-c2ccc3c(c2)OCO3)c2c1NCN2c1ccc2c(c1)OCO2,-0.2184000000000026,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.9,10.8,20.4816,5.218400000000003,40,9,3,0,0,0,-9.9,-10.8,200,A,3.1491952870588245,False,0.3206738423705651,False,0.08910718188894654
